-0.008392,-0.009542,-0.009748,-0.009972,-0.010670,-0.008963,-0.004858,-0.004892,-0.002287,-0.003708,-0.002903,-0.001702,-0.002381,-0.004701,-0.002938,-0.005318,-0.004227,-0.005331,-0.005986,-0.006665,-0.006232,-0.009410,-0.008700,-0.010399,-0.013004,-0.016519,-0.018014,-0.020556,-0.018415,-0.020117,-0.020381,-0.020880,-0.019832,-0.019378,-0.023046,-0.025213,-0.022445,-0.020919,-0.017197,-0.016010,-0.017265,-0.011775,-0.013519,-0.014640,-0.015544,-0.016006,-0.014656,-0.013268,-0.018155,-0.019552,-0.022856,-0.025923,-0.032834,-0.039110,-0.045105,-0.044939,-0.047997,-0.051836,-0.056754,-0.059615,-0.060641,-0.061871,-0.062038,-0.060971,-0.064613,-0.066368,-0.069139,-0.073748,-0.077937,-0.084283,-0.090506,-0.090753,-0.090098,-0.090092,-0.089202,-0.089439,-0.092245,-0.091303,-0.091895,-0.092246,-0.091557,-0.090987,-0.087960,-0.085492,-0.083124,-0.079316,-0.074667,-0.072202,-0.072226,-0.071729,-0.068732,-0.066204,-0.063440,-0.063042,-0.060532,-0.056635
-0.008492,-0.009609,-0.009173,-0.007717,-0.008786,-0.008847,-0.004968,-0.004098,-0.001413,-0.002277,-0.003368,-0.001863,-0.002293,-0.005820,-0.005127,-0.007841,-0.006424,-0.006341,-0.006292,-0.005256,-0.003535,-0.006779,-0.007090,-0.009686,-0.012854,-0.016150,-0.018706,-0.022129,-0.020543,-0.021534,-0.021218,-0.022120,-0.021946,-0.022521,-0.024991,-0.026158,-0.023597,-0.022730,-0.019611,-0.019003,-0.019641,-0.015190,-0.015673,-0.016207,-0.017237,-0.018043,-0.016788,-0.014533,-0.019437,-0.021830,-0.026679,-0.029446,-0.035988,-0.040959,-0.047072,-0.046762,-0.050647,-0.055343,-0.060296,-0.062212,-0.064954,-0.066848,-0.067753,-0.067924,-0.069937,-0.072117,-0.075626,-0.079368,-0.084602,-0.091901,-0.096641,-0.097838,-0.097541,-0.097287,-0.096326,-0.095935,-0.098478,-0.097627,-0.097619,-0.097773,-0.099083,-0.100406,-0.096752,-0.093319,-0.091601,-0.088162,-0.083488,-0.078801,-0.076746,-0.076704,-0.073088,-0.070913,-0.068043,-0.067351,-0.064605,-0.060439
-0.008449,-0.009919,-0.008858,-0.008150,-0.008703,-0.009221,-0.006334,-0.003950,-0.001323,-0.002764,-0.002794,-0.001734,-0.004769,-0.007926,-0.009216,-0.010313,-0.008028,-0.007698,-0.007549,-0.005311,-0.003915,-0.006965,-0.008350,-0.011610,-0.015632,-0.019645,-0.020931,-0.023621,-0.021077,-0.022098,-0.022781,-0.024386,-0.024609,-0.026989,-0.028115,-0.029914,-0.027930,-0.026281,-0.023248,-0.020579,-0.020080,-0.016598,-0.016333,-0.016997,-0.018442,-0.017723,-0.017685,-0.015059,-0.019442,-0.023748,-0.026545,-0.030408,-0.036457,-0.042520,-0.048889,-0.049245,-0.052647,-0.059239,-0.063112,-0.067174,-0.069688,-0.069926,-0.071319,-0.071708,-0.072838,-0.075118,-0.078846,-0.082616,-0.090283,-0.096595,-0.100934,-0.102485,-0.103417,-0.101591,-0.100400,-0.100339,-0.102933,-0.100676,-0.100600,-0.100901,-0.102725,-0.102218,-0.097348,-0.094288,-0.093212,-0.090328,-0.084655,-0.080120,-0.079553,-0.079798,-0.077117,-0.075603,-0.072656,-0.071857,-0.068090,-0.063889
-0.009150,-0.009240,-0.008499,-0.006984,-0.007203,-0.008327,-0.005024,-0.002800,-0.002158,-0.002361,-0.003383,-0.002724,-0.003868,-0.006575,-0.008924,-0.009186,-0.009868,-0.009275,-0.009281,-0.008824,-0.008091,-0.009236,-0.010674,-0.013064,-0.018271,-0.021335,-0.022255,-0.025387,-0.023663,-0.024711,-0.025117,-0.026475,-0.027776,-0.030991,-0.030506,-0.033307,-0.031633,-0.028904,-0.024507,-0.022823,-0.021298,-0.019153,-0.017893,-0.018744,-0.020640,-0.020896,-0.019452,-0.016811,-0.022331,-0.027254,-0.029360,-0.034083,-0.040483,-0.044738,-0.050485,-0.049769,-0.052699,-0.060199,-0.063293,-0.066235,-0.071038,-0.072511,-0.074507,-0.075484,-0.075826,-0.079101,-0.083917,-0.087213,-0.094148,-0.100247,-0.105148,-0.108438,-0.111397,-0.108836,-0.109660,-0.109358,-0.111986,-0.109755,-0.108249,-0.108008,-0.109168,-0.107545,-0.105108,-0.100879,-0.098980,-0.096178,-0.089287,-0.085398,-0.084519,-0.082718,-0.081556,-0.079670,-0.077121,-0.076063,-0.072415,-0.067923
-0.010686,-0.011454,-0.010367,-0.007439,-0.006942,-0.007927,-0.005153,-0.001237,-0.000651,-0.001054,-0.002544,-0.002315,-0.003665,-0.005562,-0.007761,-0.007710,-0.008906,-0.008448,-0.009943,-0.009153,-0.009272,-0.010416,-0.013412,-0.015388,-0.021685,-0.024765,-0.026817,-0.030589,-0.029914,-0.030920,-0.032102,-0.032811,-0.033663,-0.035161,-0.033871,-0.035847,-0.033135,-0.030206,-0.025916,-0.023998,-0.024183,-0.022316,-0.021750,-0.023383,-0.025023,-0.026992,-0.026612,-0.024453,-0.031189,-0.034035,-0.035774,-0.040129,-0.044782,-0.047593,-0.052766,-0.051995,-0.055545,-0.062349,-0.066467,-0.069265,-0.073429,-0.073483,-0.075450,-0.076357,-0.077821,-0.079240,-0.084312,-0.087608,-0.096790,-0.103210,-0.108819,-0.111132,-0.115578,-0.113524,-0.115717,-0.114810,-0.116533,-0.115847,-0.114936,-0.113817,-0.114908,-0.113412,-0.110133,-0.105053,-0.101326,-0.098362,-0.092519,-0.088951,-0.085802,-0.083102,-0.082364,-0.081253,-0.079247,-0.077519,-0.073077,-0.069566
-0.009398,-0.008803,-0.007850,-0.004992,-0.003956,-0.007028,-0.004761,-0.000731,-0.002267,-0.002592,-0.005256,-0.005331,-0.003643,-0.004563,-0.006967,-0.006732,-0.008857,-0.007764,-0.009708,-0.010999,-0.011958,-0.013931,-0.016480,-0.017077,-0.023592,-0.027639,-0.030456,-0.034981,-0.035054,-0.036423,-0.038135,-0.038121,-0.037732,-0.038763,-0.036698,-0.037592,-0.035978,-0.033472,-0.030824,-0.028308,-0.026865,-0.026795,-0.025523,-0.026996,-0.027797,-0.027849,-0.029207,-0.030158,-0.036138,-0.039364,-0.041337,-0.045174,-0.050564,-0.052743,-0.055630,-0.054839,-0.058235,-0.064879,-0.068987,-0.072015,-0.076776,-0.077810,-0.080944,-0.082515,-0.084126,-0.088741,-0.093742,-0.097305,-0.106393,-0.110589,-0.116568,-0.117736,-0.119924,-0.117393,-0.119007,-0.116555,-0.117567,-0.117713,-0.116539,-0.116360,-0.118147,-0.116301,-0.114898,-0.111977,-0.106733,-0.104851,-0.098313,-0.095642,-0.092143,-0.087895,-0.085601,-0.084480,-0.081638,-0.079796,-0.073543,-0.070375
-0.008385,-0.007888,-0.007635,-0.004956,-0.003196,-0.007580,-0.004393,-0.001979,-0.002838,-0.003167,-0.005513,-0.005342,-0.003518,-0.005966,-0.007729,-0.007236,-0.008741,-0.006849,-0.009989,-0.010612,-0.011610,-0.013555,-0.016450,-0.016144,-0.023374,-0.026334,-0.028835,-0.032603,-0.034321,-0.037442,-0.040582,-0.039918,-0.039997,-0.040600,-0.040270,-0.040804,-0.038963,-0.037009,-0.036817,-0.035126,-0.033813,-0.033098,-0.031278,-0.033048,-0.034341,-0.033357,-0.034408,-0.036529,-0.041396,-0.044386,-0.045168,-0.047818,-0.051398,-0.054341,-0.056419,-0.055444,-0.059078,-0.065815,-0.070186,-0.074076,-0.077682,-0.080111,-0.086326,-0.088606,-0.089827,-0.094438,-0.098910,-0.102261,-0.110840,-0.113511,-0.118988,-0.119901,-0.122212,-0.121342,-0.123897,-0.121885,-0.122983,-0.123476,-0.123500,-0.123236,-0.125380,-0.123132,-0.121977,-0.117925,-0.113566,-0.111773,-0.105065,-0.101011,-0.096362,-0.092587,-0.090711,-0.088474,-0.085661,-0.084102,-0.077607,-0.075338
-0.006174,-0.006139,-0.005446,-0.004345,-0.002785,-0.007411,-0.007006,-0.005079,-0.005946,-0.007204,-0.006801,-0.006080,-0.005311,-0.005612,-0.008040,-0.007918,-0.009262,-0.008494,-0.012238,-0.012254,-0.013878,-0.015801,-0.019911,-0.020385,-0.026793,-0.030097,-0.032959,-0.037601,-0.039120,-0.041072,-0.043928,-0.044841,-0.044229,-0.044372,-0.044021,-0.043734,-0.042478,-0.039961,-0.039884,-0.037897,-0.036588,-0.035359,-0.033203,-0.034191,-0.035586,-0.033736,-0.035105,-0.037276,-0.040503,-0.044230,-0.045223,-0.049169,-0.053217,-0.057393,-0.059776,-0.059894,-0.063873,-0.070526,-0.074624,-0.077466,-0.079986,-0.082372,-0.088525,-0.090977,-0.093302,-0.097329,-0.103572,-0.106536,-0.114178,-0.117469,-0.122335,-0.122920,-0.125953,-0.124562,-0.126842,-0.126064,-0.127246,-0.127493,-0.126638,-0.125432,-0.127730,-0.125743,-0.124927,-0.121016,-0.117629,-0.115934,-0.110508,-0.106530,-0.102595,-0.098709,-0.094925,-0.091954,-0.089687,-0.087198,-0.079831,-0.076707
-0.004652,-0.004587,-0.004772,-0.004139,-0.001905,-0.005646,-0.005933,-0.003874,-0.005527,-0.006428,-0.006257,-0.006576,-0.005952,-0.005709,-0.007340,-0.007071,-0.009954,-0.009153,-0.013743,-0.014806,-0.018116,-0.020625,-0.024436,-0.023456,-0.029330,-0.033385,-0.036512,-0.041699,-0.044286,-0.046821,-0.051474,-0.053655,-0.052054,-0.052615,-0.051562,-0.051532,-0.050501,-0.047355,-0.046212,-0.043647,-0.040369,-0.038373,-0.036298,-0.037902,-0.039053,-0.036664,-0.038233,-0.042196,-0.045942,-0.047563,-0.047339,-0.050479,-0.053737,-0.059117,-0.060753,-0.061478,-0.066657,-0.074037,-0.078149,-0.082734,-0.083850,-0.086263,-0.091303,-0.092940,-0.094180,-0.097779,-0.104076,-0.107935,-0.114826,-0.117594,-0.122601,-0.124286,-0.128592,-0.128627,-0.130729,-0.130730,-0.132306,-0.133143,-0.132419,-0.130549,-0.130330,-0.126886,-0.127205,-0.124487,-0.121062,-0.119282,-0.115141,-0.112474,-0.109609,-0.105086,-0.099890,-0.095991,-0.093126,-0.089434,-0.081391,-0.077355
-0.003659,-0.003637,-0.004416,-0.004158,-0.004789,-0.008326,-0.008620,-0.006738,-0.008906,-0.009249,-0.009110,-0.008221,-0.005811,-0.006556,-0.006935,-0.007010,-0.011901,-0.011449,-0.015497,-0.017401,-0.019608,-0.022506,-0.026406,-0.024711,-0.029478,-0.034373,-0.039443,-0.046496,-0.051704,-0.054095,-0.058472,-0.061748,-0.059457,-0.058864,-0.057124,-0.054897,-0.054165,-0.050280,-0.049036,-0.047327,-0.044333,-0.041868,-0.040368,-0.040438,-0.041186,-0.038119,-0.038406,-0.042706,-0.046943,-0.046379,-0.047387,-0.050541,-0.054879,-0.061631,-0.061825,-0.061538,-0.068218,-0.075493,-0.080627,-0.084231,-0.084700,-0.088844,-0.094652,-0.096490,-0.097889,-0.100578,-0.105803,-0.109637,-0.114922,-0.117784,-0.122655,-0.122991,-0.127266,-0.128882,-0.129718,-0.130134,-0.130933,-0.134137,-0.134825,-0.132700,-0.133029,-0.132204,-0.133980,-0.132192,-0.127578,-0.125887,-0.123139,-0.120068,-0.115368,-0.109835,-0.104084,-0.098829,-0.095295,-0.090439,-0.082410,-0.078022
